,Node,Degree Centrality,Network Centralisation,Closeness Centrality,Betweenness Centrality,Eigenvector Centrality,Harmonic Centrality,Clustering Coefficient,Graph Density,Rich Club Coefficient,Transitivity,Local Efficiency,Lon,Lat,geometry,Region
10,10,0.005249343832020997,0.028975581204713684,0.0031496062992125984,4.596623320508754e-06,7.3972854256469545e-81,4.333333333333333,0.5,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
11,11,0.0017497812773403325,0.028975581204713684,0.0,0.0,2.231553398729358e-87,0.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
12,12,0.006124234470691164,0.028975581204713684,0.0026246719160104987,1.3789869961526262e-05,1.7998115548191803e-81,4.083333333333334,0.2,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
13,13,0.003499562554680665,0.028975581204713684,0.0008748906386701663,0.0,1.495140777148672e-85,1.0,1.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
14,14,0.003499562554680665,0.028975581204713684,0.0008748906386701663,8.427142754266049e-06,1.495140777148672e-85,1.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
15,15,0.004374453193350831,0.028975581204713684,0.0024302517740837954,0.0,4.2827080207054375e-82,3.3333333333333335,1.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
16,16,0.004374453193350831,0.028975581204713684,0.03030573897779308,0.0005347405129525184,3.95364316011896e-12,43.15532285182494,0.3333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
17,17,0.0026246719160104987,0.028975581204713684,0.02895370095806569,0.0,5.876378467180519e-13,39.90103813822557,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
18,18,0.003499562554680665,0.028975581204713684,0.001988387815159469,0.0,2.5160088688937903e-80,3.0833333333333335,1.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
19,19,0.004374453193350831,0.028975581204713684,0.03178030105291721,0.0010572233637170135,2.6596855103911506e-11,45.609836104729325,0.3333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
20,20,0.003499562554680665,0.028975581204713684,0.03279344325938729,0.0015835367339152658,1.7889989527902908e-10,45.30269167893851,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
21,21,0.003499562554680665,0.028975581204713684,0.0,0.0,2.231553398729358e-87,0.0,1.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
22,22,0.0017497812773403325,0.028975581204713684,0.0,0.0,2.231553398729358e-87,0.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
23,23,0.0026246719160104987,0.028975581204713684,0.0,0.0,2.231553398729358e-87,0.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
24,24,0.004374453193350831,0.028975581204713684,0.002799650043744532,3.4474674903815655e-06,9.79875097382062e-84,3.5,0.6,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
25,25,0.003499562554680665,0.028975581204713684,0.001399825021872266,0.0,1.7946934870991947e-81,2.083333333333333,1.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
26,26,0.004374453193350831,0.028975581204713684,0.034713616174411634,7.151117662100997e-05,4.0452686493518403e-10,50.08627869622861,0.3333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
27,27,0.004374453193350831,0.028975581204713684,0.03461896883900151,3.830519433757295e-06,5.079149946323087e-10,49.58627869622862,0.6666666666666666,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
28,28,0.004374453193350831,0.028975581204713684,0.0013123359580052493,4.596623320508754e-06,1.0948224129506118e-82,1.8333333333333333,0.3333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
29,29,0.006124234470691164,0.028975581204713684,0.001968503937007874,3.4474674903815655e-06,9.79875097382062e-84,2.5,0.6,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
30,30,0.003499562554680665,0.028975581204713684,0.03351023317035734,0.0002677533084196349,3.6718748210937956e-11,46.94243526868209,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
31,31,0.003499562554680665,0.028975581204713684,0.0011665208515602215,4.596623320508754e-06,4.973016749068381e-84,1.5,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
32,32,0.005249343832020997,0.028975581204713684,0.03534875059496253,0.0016363979021011164,2.4699307042166433e-10,51.55853699348694,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
33,33,0.0017497812773403325,0.028975581204713684,0.0,0.0,2.231553398729358e-87,0.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
34,34,0.005249343832020997,0.028975581204713684,0.0345795118963503,0.0021280751319253414,1.2032023254873087e-09,49.11738370233362,0.3333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
35,35,0.0026246719160104987,0.028975581204713684,0.0011665208515602215,0.0,1.4728252431613784e-85,1.5,1.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
36,36,0.005249343832020997,0.028975581204713684,0.03661544202416821,0.0010890586036971595,2.2127856657128967e-09,54.965482704581916,0.3333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
37,37,0.004374453193350831,0.028975581204713684,0.03343285163028952,0.00030299408721020207,3.671874821093796e-11,46.79957812582495,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
38,38,0.0017497812773403325,0.028975581204713684,0.0,0.0,2.231553398729358e-87,0.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
39,39,0.0008748906386701663,0.028975581204713684,0.0011665208515602215,0.0,1.4728252431613784e-85,1.5,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
40,40,0.003499562554680665,0.028975581204713684,0.03187678021303169,0.0,1.0916095815549523e-11,44.500413582806814,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
41,41,0.005249343832020997,0.028975581204713684,0.037314284300356305,0.0020927323034518617,1.256703534699218e-09,53.92382713792635,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
42,42,0.005249343832020997,0.028975581204713684,0.0008748906386701663,4.596623320508754e-06,1.495140777148672e-85,1.0,0.5,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
43,43,0.0,0.028975581204713684,0.0,0.0,4.098716271507244e-127,0.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
44,44,0.006124234470691164,0.028975581204713684,0.036580551013688845,0.002776221669163887,8.09128949695321e-09,54.7457135848128,0.2,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
45,45,0.004374453193350831,0.028975581204713684,0.0008748906386701663,3.830519433757295e-06,1.495140777148672e-85,1.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
46,46,0.006124234470691164,0.028975581204713684,0.037369738696116955,3.664530258294479e-05,1.5463619822708746e-09,55.26188630098552,0.3333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
47,47,0.0026246719160104987,0.028975581204713684,0.036031939669513145,4.3208259212782285e-05,8.938745849475364e-10,50.3067275708268,0.6666666666666666,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
48,48,0.0017497812773403325,0.028975581204713684,0.0,0.0,2.231553398729358e-87,0.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
49,49,0.003499562554680665,0.028975581204713684,0.0,0.0,2.231553398729358e-87,0.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
50,50,0.004374453193350831,0.028975581204713684,0.03534582776127682,3.217636324356128e-05,2.4645475587945274e-10,51.501394136344075,0.3333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
51,51,0.006124234470691164,0.028975581204713684,0.038228443156857174,0.004613284444089761,6.9047827527262895e-09,55.682643649682696,0.2,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
52,52,0.0026246719160104987,0.028975581204713684,0.0008748906386701663,0.0,1.495140777148672e-85,1.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
53,53,0.00699912510936133,0.028975581204713684,0.03740898231774585,0.0005642865861848997,1.620883925511592e-09,55.80474344384269,0.3333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
54,54,0.00699912510936133,0.028975581204713684,0.038130868948727734,0.0016028680886576278,7.521648039168641e-09,55.43264364968269,0.3,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
55,55,0.006124234470691164,0.028975581204713684,0.03769832109363481,0.0016231515070372908,2.675619901571482e-08,56.44620786324693,0.2,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
56,56,0.0026246719160104987,0.028975581204713684,0.0,0.0,2.231553398729358e-87,0.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
57,57,0.004374453193350831,0.028975581204713684,0.04149034990073374,1.532207773502918e-06,6.776578911199078e-08,59.03051353233697,0.3333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
58,58,0.005249343832020997,0.028975581204713684,0.03741553093609469,3.996508609220111e-05,1.8323994164338878e-09,55.80791804701729,0.3333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
59,59,0.003499562554680665,0.028975581204713684,0.0,0.0,2.231553398729358e-87,0.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
60,60,0.006124234470691164,0.028975581204713684,0.03759026007495777,0.001680889265104934,2.675619901571482e-08,55.44620786324691,0.3,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
61,61,0.0017497812773403325,0.028975581204713684,0.0,0.0,2.231553398729358e-87,0.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
62,62,0.007874015748031496,0.028975581204713684,0.040269673410078775,0.007443890598485508,3.890553393404829e-08,60.57812587775332,0.2857142857142857,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
63,63,0.00699912510936133,0.028975581204713684,0.038138016253123,4.576193883528715e-05,1.1669678331656655e-08,56.099310316349374,0.3333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
64,64,0.0026246719160104987,0.028975581204713684,0.0373419474222563,0.0,1.7781438062363576e-09,50.2753120249392,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
65,65,0.006124234470691164,0.028975581204713684,0.04229242388291758,2.298311660254377e-06,1.0661818346382985e-07,62.86384686567038,0.6,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
66,66,0.005249343832020997,0.028975581204713684,0.03821770382457226,0.0005238363009644226,1.0455090183145466e-08,55.91597698301604,0.3333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
67,67,0.005249343832020997,0.028975581204713684,0.03960768061887001,1.455597384827772e-06,3.040429149593952e-08,56.9114592110865,0.6666666666666666,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
68,68,0.0,0.028975581204713684,0.0,0.0,4.098716271507244e-127,0.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
69,69,0.0,0.028975581204713684,0.0,0.0,4.098716271507244e-127,0.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
70,70,0.007874015748031496,0.028975581204713684,0.040672926878642914,0.0007890559529313201,3.2037905920122763e-08,61.478125877753364,0.4,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
71,71,0.008748906386701663,0.028975581204713684,0.040010434378255216,0.002972120187496256,1.2221401986709995e-07,62.0733278979554,0.35714285714285715,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
72,72,0.005249343832020997,0.028975581204713684,0.0,0.0,2.231553398729358e-87,0.0,0.5,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
73,73,0.008748906386701663,0.028975581204713684,0.039369287063528886,0.0014326851936312802,5.7676420277494354e-08,56.57729615192343,0.32142857142857145,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
74,74,0.005249343832020997,0.028975581204713684,0.04063637242069327,0.0005139790976215539,2.6590553215367788e-08,59.89479254441996,0.6666666666666666,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
75,75,0.008748906386701663,0.028975581204713684,0.060735314362574844,0.0,4.233511160973963e-05,99.91550382134561,0.39285714285714285,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
76,76,0.004374453193350831,0.028975581204713684,0.03955221506402609,0.0,8.245812919113353e-08,58.073327897955224,1.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
77,77,0.003499562554680665,0.028975581204713684,0.03985169699271813,0.000495669214728194,1.1952038163853265e-08,54.79718019900349,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
78,78,0.006124234470691164,0.028975581204713684,0.039568202216436775,2.2377256599820232e-05,1.2714724066199213e-07,59.406661231288616,0.5,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
79,79,0.00962379702537183,0.028975581204713684,0.04233333004250342,0.01052717225476785,1.4672733314853594e-07,64.09718019900376,0.2777777777777778,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
80,80,0.006124234470691164,0.028975581204713684,0.039450000035363406,3.3297665679797394e-05,1.0800474461374204e-07,57.82332789795521,0.6,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
81,81,0.011373578302712161,0.028975581204713684,0.06531326720495148,0.000383432775695053,0.00010496349655691916,108.71822010530124,0.34545454545454546,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
82,82,0.011373578302712161,0.028975581204713684,0.042165444843173173,0.004633510971110639,4.4631569512181773e-07,65.8459897228134,0.3111111111111111,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
83,83,0.00962379702537183,0.028975581204713684,0.04195636750537152,0.002246610731194022,2.797292627930159e-07,63.02932305614658,0.3333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
84,84,0.007874015748031496,0.028975581204713684,0.04144617724584274,0.0001764088669208418,2.2765227786478933e-07,61.67932305614656,0.5333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
85,85,0.005249343832020997,0.028975581204713684,0.04193310422663333,0.0,8.403614092788484e-08,60.363846865670325,0.8333333333333334,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
86,86,0.0026246719160104987,0.028975581204713684,0.0008748906386701663,0.0,1.495140777148672e-85,1.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
87,87,0.005249343832020997,0.028975581204713684,0.06352849109941659,0.0,7.579815073152653e-05,102.43488677196787,0.4666666666666667,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
88,88,0.008748906386701663,0.028975581204713684,0.04185260444594963,3.159722518631463e-05,1.093773069620422e-07,60.59718019900367,0.47619047619047616,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
89,89,0.004374453193350831,0.028975581204713684,0.042737429681292176,0.0009898062216828851,8.032965895832202e-08,60.859358419471135,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
90,90,0.0026246719160104987,0.028975581204713684,0.0008748906386701663,0.0,1.495140777148672e-85,1.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
91,91,0.006124234470691164,0.028975581204713684,0.04143719162475964,0.00012100770839091627,1.8075006812942863e-07,60.67932305614653,0.8333333333333334,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
92,92,0.010498687664041995,0.028975581204713684,0.044412785017186186,0.012823708399330284,4.5548610138943176e-07,65.46213619724904,0.28888888888888886,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
93,93,0.011373578302712161,0.028975581204713684,0.06376616907348291,6.172084588632083e-06,0.00012014298266229949,105.6991724862536,0.45454545454545453,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
94,94,0.007874015748031496,0.028975581204713684,0.044386680531631174,0.0024868446756449824,6.75006581582115e-07,66.74150127661417,0.38095238095238093,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
95,95,0.007874015748031496,0.028975581204713684,0.04414924255778741,0.002467157285197839,6.495673277210942e-07,65.74150127661412,0.5333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
96,96,0.006124234470691164,0.028975581204713684,0.04426239299304735,9.887387497291754e-05,3.6215958826104824e-07,65.88554889566176,0.8333333333333334,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
97,97,0.003499562554680665,0.028975581204713684,0.0,0.0,2.231553398729358e-87,0.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
98,98,0.0026246719160104987,0.028975581204713684,0.0,0.0,2.231553398729358e-87,0.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
99,99,0.0026246719160104987,0.028975581204713684,0.0008748906386701663,0.0,1.4951407771486707e-85,1.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
100,100,0.006124234470691164,0.028975581204713684,0.0,0.0,2.231553398729358e-87,0.0,0.5,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
101,101,0.011373578302712161,0.028975581204713684,0.04436576149606708,0.004025294192804323,9.872719774373963e-07,69.03554889566186,0.3333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
102,102,0.003499562554680665,0.028975581204713684,0.04380532064625201,8.308744880859007e-06,5.086762350428053e-07,62.87880286391563,0.6666666666666666,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
103,103,0.011373578302712161,0.028975581204713684,0.05902893506201225,0.0001066423979624336,8.816833787457596e-05,99.71110266694441,0.358974358974359,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
104,104,0.007874015748031496,0.028975581204713684,0.058471793135936215,5.8228484146375916e-05,3.495077265477653e-05,96.80356298440485,0.25,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
105,105,0.007874015748031496,0.028975581204713684,0.046949564855865454,0.0027583540433455253,1.3287104760673473e-06,70.76336787380747,0.3333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
106,106,0.007874015748031496,0.028975581204713684,0.047268918754898255,0.004038579482646749,2.049664785208713e-06,71.50503454047413,0.3333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
107,107,0.006124234470691164,0.028975581204713684,0.045947656568255044,0.0017482490695668294,5.398462232774291e-07,67.59432025475981,0.3333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
108,108,0.007874015748031496,0.028975581204713684,0.05796876866406459,6.589200841027162e-05,5.380532207931132e-05,95.08689631773822,0.3333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
109,109,0.008748906386701663,0.028975581204713684,0.04646725003037661,0.0018219313916617678,1.4468157218881594e-06,70.34432025475988,0.3333333333333333,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
110,110,0.008748906386701663,0.028975581204713684,0.04691045811827113,0.013448783108644108,1.8775683255767013e-06,68.75900279444238,0.39285714285714285,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
111,111,0.005249343832020997,0.028975581204713684,0.040756303997318076,0.00023233377205549247,3.415966420497787e-08,56.509358419471084,0.5,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
112,112,0.0017497812773403325,0.028975581204713684,0.0,0.0,2.231553398729358e-87,0.0,0.0,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
113,113,0.006124234470691164,0.028975581204713684,0.046489912569254846,3.413890600113601e-05,1.5063920287149265e-06,68.50503454047413,0.4,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
114,114,0.007874015748031496,0.028975581204713684,0.04646137330721607,0.0027719125617204,2.8479929729585343e-06,70.48717739761702,0.4,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
115,115,0.00962379702537183,0.028975581204713684,0.05078786154052196,0.012160575360758518,5.975995555395246e-06,79.07553115446999,0.3888888888888889,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
116,116,0.012248468941382328,0.028975581204713684,0.058154820845430596,0.0002294978843108098,0.00012149167396246757,98.76778720486817,0.3626373626373626,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
117,117,0.00962379702537183,0.028975581204713684,0.050909012328699085,0.009277814947330307,6.641150553137227e-06,79.27553115446997,0.3611111111111111,0.003910241114965524,0.09534275281278452,0.2496425410226731,0.6180124821421374,,,POINT (NaN NaN),GBR
