,Region,Metric,Standardised Value
66,GBR,Degree Centrality,-0.3070687448778307
67,GBR,Degree Centrality,-0.3070687448778307
68,GBR,Degree Centrality,-0.29490514127284034
69,GBR,Degree Centrality,-0.3022033034358345
70,GBR,Degree Centrality,-0.305446931063832
71,GBR,Degree Centrality,-0.30382511724983324
72,GBR,Degree Centrality,-0.3070687448778307
73,GBR,Degree Centrality,-0.30382511724983324
74,GBR,Degree Centrality,-0.29814876890083775
75,GBR,Degree Centrality,-0.30625783797083134
76,GBR,Degree Centrality,-0.30787965178483007
77,GBR,Degree Centrality,-0.30787965178483007
78,GBR,Degree Centrality,-0.3086905586918294
79,GBR,Degree Centrality,-0.30058148962183584
80,GBR,Degree Centrality,-0.2997705827148365
81,GBR,Degree Centrality,-0.305446931063832
82,GBR,Degree Centrality,-0.30787965178483007
83,GBR,Degree Centrality,-0.3046360241568326
84,GBR,Degree Centrality,-0.3013923965288352
85,GBR,Degree Centrality,-0.3022033034358345
86,GBR,Degree Centrality,-0.3046360241568326
87,GBR,Degree Centrality,-0.3013923965288352
88,GBR,Degree Centrality,-0.3022033034358345
89,GBR,Degree Centrality,-0.3046360241568326
90,GBR,Degree Centrality,-0.30382511724983324
91,GBR,Degree Centrality,-0.30787965178483007
92,GBR,Degree Centrality,-0.30382511724983324
93,GBR,Degree Centrality,-0.3046360241568326
94,GBR,Degree Centrality,-0.296526955086839
95,GBR,Degree Centrality,-0.30058148962183584
96,GBR,Degree Centrality,-0.3103123725058281
97,GBR,Degree Centrality,-0.3086905586918294
98,GBR,Degree Centrality,-0.30625783797083134
99,GBR,Degree Centrality,-0.30625783797083134
100,GBR,Degree Centrality,-0.30950146559882874
101,GBR,Degree Centrality,-0.3046360241568326
102,GBR,Degree Centrality,-0.30382511724983324
103,GBR,Degree Centrality,-0.2989596758078371
104,GBR,Degree Centrality,-0.2973378619938384
105,GBR,Degree Centrality,-0.30625783797083134
106,GBR,Degree Centrality,-0.30058148962183584
107,GBR,Degree Centrality,-0.30382511724983324
108,GBR,Degree Centrality,-0.30625783797083134
109,GBR,Degree Centrality,-0.3070687448778307
110,GBR,Degree Centrality,-0.3013923965288352
111,GBR,Degree Centrality,-0.2997705827148365
112,GBR,Degree Centrality,-0.2989596758078371
113,GBR,Degree Centrality,-0.30950146559882874
114,GBR,Degree Centrality,-0.30625783797083134
115,GBR,Degree Centrality,-0.3046360241568326
116,GBR,Degree Centrality,-0.30382511724983324
117,GBR,Degree Centrality,-0.3030142103428339
118,GBR,Degree Centrality,-0.30058148962183584
119,GBR,Degree Centrality,-0.30787965178483007
120,GBR,Degree Centrality,-0.30787965178483007
121,GBR,Degree Centrality,-0.30625783797083134
122,GBR,Degree Centrality,-0.3070687448778307
123,GBR,Degree Centrality,-0.3022033034358345
124,GBR,Degree Centrality,-0.29814876890083775
125,GBR,Degree Centrality,-0.2973378619938384
126,GBR,Degree Centrality,-0.3046360241568326
127,GBR,Degree Centrality,-0.2989596758078371
128,GBR,Degree Centrality,-0.3070687448778307
129,GBR,Degree Centrality,-0.2997705827148365
130,GBR,Degree Centrality,-0.3022033034358345
131,GBR,Degree Centrality,-0.30382511724983324
132,GBR,Degree Centrality,-0.3046360241568326
133,GBR,Degree Centrality,-0.30625783797083134
134,GBR,Degree Centrality,-0.3046360241568326
135,GBR,Degree Centrality,-0.30382511724983324
136,GBR,Degree Centrality,-0.30787965178483007
137,GBR,Degree Centrality,-0.2989596758078371
138,GBR,Degree Centrality,-0.30625783797083134
139,GBR,Degree Centrality,-0.30058148962183584
140,GBR,Degree Centrality,-0.30625783797083134
141,GBR,Degree Centrality,-0.3046360241568326
142,GBR,Degree Centrality,-0.2989596758078371
143,GBR,Degree Centrality,-0.3030142103428339
144,GBR,Degree Centrality,-0.2997705827148365
145,GBR,Degree Centrality,-0.3070687448778307
146,GBR,Degree Centrality,-0.3046360241568326
147,GBR,Degree Centrality,-0.3022033034358345
148,GBR,Degree Centrality,-0.3046360241568326
149,GBR,Degree Centrality,-0.29571604817983965
150,GBR,Degree Centrality,-0.3022033034358345
151,GBR,Degree Centrality,-0.305446931063832
152,GBR,Degree Centrality,-0.3030142103428339
153,GBR,Degree Centrality,-0.3086905586918294
154,GBR,Degree Centrality,-0.2989596758078371
155,GBR,Degree Centrality,-0.296526955086839
156,GBR,Degree Centrality,-0.3022033034358345
157,GBR,Degree Centrality,-0.3030142103428339
158,GBR,Degree Centrality,-0.30058148962183584
159,GBR,Degree Centrality,-0.3030142103428339
160,GBR,Degree Centrality,-0.30625783797083134
161,GBR,Degree Centrality,-0.30625783797083134
162,GBR,Degree Centrality,-0.2989596758078371
163,GBR,Degree Centrality,-0.2989596758078371
164,GBR,Degree Centrality,-0.3046360241568326
165,GBR,Degree Centrality,-0.3013923965288352
166,GBR,Degree Centrality,-0.2989596758078371
167,GBR,Degree Centrality,-0.30787965178483007
168,GBR,Degree Centrality,-0.3030142103428339
169,GBR,Degree Centrality,-0.3030142103428339
170,GBR,Degree Centrality,-0.3022033034358345
171,GBR,Degree Centrality,-0.30058148962183584
172,GBR,Degree Centrality,-0.305446931063832
173,GBR,Degree Centrality,-0.3046360241568326
174,GBR,Degree Centrality,-0.3030142103428339
175,GBR,Degree Centrality,-0.2989596758078371
176,GBR,Degree Centrality,-0.2973378619938384
177,GBR,Degree Centrality,-0.3070687448778307
178,GBR,Degree Centrality,-0.3030142103428339
179,GBR,Degree Centrality,-0.29814876890083775
180,GBR,Degree Centrality,-0.3013923965288352
181,GBR,Degree Centrality,-0.3086905586918294
182,GBR,Degree Centrality,-0.3046360241568326
183,GBR,Degree Centrality,-0.30625783797083134
184,GBR,Degree Centrality,-0.3046360241568326
185,GBR,Degree Centrality,-0.30382511724983324
186,GBR,Degree Centrality,-0.3022033034358345
187,GBR,Degree Centrality,-0.30382511724983324
188,GBR,Degree Centrality,-0.30382511724983324
189,GBR,Degree Centrality,-0.3013923965288352
190,GBR,Degree Centrality,-0.3046360241568326
191,GBR,Degree Centrality,-0.3013923965288352
192,GBR,Degree Centrality,-0.30625783797083134
193,GBR,Degree Centrality,-0.3013923965288352
194,GBR,Degree Centrality,-0.2989596758078371
195,GBR,Degree Centrality,-0.3030142103428339
196,GBR,Degree Centrality,-0.3022033034358345
197,GBR,Degree Centrality,-0.29814876890083775
198,GBR,Degree Centrality,-0.305446931063832
199,GBR,Degree Centrality,-0.3013923965288352
200,GBR,Degree Centrality,-0.3013923965288352
201,GBR,Degree Centrality,-0.305446931063832
202,GBR,Degree Centrality,-0.29571604817983965
203,GBR,Degree Centrality,-0.3046360241568326
204,GBR,Degree Centrality,-0.3046360241568326
205,GBR,Degree Centrality,-0.2973378619938384
206,GBR,Degree Centrality,-0.30058148962183584
207,GBR,Degree Centrality,-0.3013923965288352
208,GBR,Degree Centrality,-0.3046360241568326
209,GBR,Degree Centrality,-0.30787965178483007
210,GBR,Degree Centrality,-0.296526955086839
211,GBR,Degree Centrality,-0.305446931063832
212,GBR,Degree Centrality,-0.2973378619938384
213,GBR,Degree Centrality,-0.2973378619938384
214,GBR,Degree Centrality,-0.3070687448778307
215,GBR,Degree Centrality,-0.3086905586918294
216,GBR,Degree Centrality,-0.2932833274588416
217,GBR,Degree Centrality,-0.2859851652958474
218,GBR,Degree Centrality,-0.3030142103428339
219,GBR,Degree Centrality,-0.3046360241568326
220,GBR,Degree Centrality,-0.29571604817983965
221,GBR,Degree Centrality,-0.2997705827148365
222,GBR,Degree Centrality,-0.30058148962183584
223,GBR,Degree Centrality,-0.30382511724983324
224,GBR,Degree Centrality,-0.2884178860168455
225,GBR,Degree Centrality,-0.294094234365841
226,GBR,Degree Centrality,-0.2900396998308442
227,GBR,Degree Centrality,-0.29490514127284034
228,GBR,Degree Centrality,-0.2851742583888481
229,GBR,Degree Centrality,-0.3046360241568326
230,GBR,Degree Centrality,-0.3022033034358345
231,GBR,Degree Centrality,-0.3070687448778307
232,GBR,Degree Centrality,-0.3086905586918294
233,GBR,Degree Centrality,-0.3046360241568326
234,GBR,Degree Centrality,-0.2843633514818487
235,GBR,Degree Centrality,-0.30625783797083134
236,GBR,Degree Centrality,-0.3046360241568326
237,GBR,Degree Centrality,-0.2932833274588416
238,GBR,Degree Centrality,-0.3030142103428339
239,GBR,Degree Centrality,-0.28274153766785
240,GBR,Degree Centrality,-0.3013923965288352
241,GBR,Degree Centrality,-0.3086905586918294
242,GBR,Degree Centrality,-0.30625783797083134
243,GBR,Degree Centrality,-0.3013923965288352
244,GBR,Degree Centrality,-0.3070687448778307
245,GBR,Degree Centrality,-0.30950146559882874
246,GBR,Degree Centrality,-0.3046360241568326
247,GBR,Degree Centrality,-0.305446931063832
248,GBR,Degree Centrality,-0.3030142103428339
249,GBR,Degree Centrality,-0.30787965178483007
250,GBR,Degree Centrality,-0.296526955086839
251,GBR,Degree Centrality,-0.3086905586918294
252,GBR,Degree Centrality,-0.3070687448778307
253,GBR,Degree Centrality,-0.3022033034358345
254,GBR,Degree Centrality,-0.29490514127284034
255,GBR,Degree Centrality,-0.305446931063832
256,GBR,Degree Centrality,-0.3070687448778307
257,GBR,Degree Centrality,-0.3022033034358345
258,GBR,Degree Centrality,-0.3022033034358345
259,GBR,Degree Centrality,-0.2997705827148365
260,GBR,Degree Centrality,-0.29814876890083775
261,GBR,Degree Centrality,-0.3086905586918294
262,GBR,Degree Centrality,-0.30382511724983324
263,GBR,Degree Centrality,-0.3030142103428339
264,GBR,Degree Centrality,-0.30787965178483007
265,GBR,Degree Centrality,-0.3086905586918294
266,GBR,Degree Centrality,-0.3070687448778307
267,GBR,Degree Centrality,-0.30382511724983324
268,GBR,Degree Centrality,-0.2876069791098461
269,GBR,Degree Centrality,-0.3086905586918294
270,GBR,Degree Centrality,-0.3086905586918294
271,GBR,Degree Centrality,-0.30787965178483007
272,GBR,Degree Centrality,-0.296526955086839
273,GBR,Degree Centrality,-0.30787965178483007
274,GBR,Degree Centrality,-0.3070687448778307
275,GBR,Degree Centrality,-0.3070687448778307
276,GBR,Degree Centrality,-0.3086905586918294
277,GBR,Degree Centrality,-0.29247242055184225
278,GBR,Degree Centrality,-0.3030142103428339
279,GBR,Degree Centrality,-0.296526955086839
280,GBR,Degree Centrality,-0.3086905586918294
281,GBR,Degree Centrality,-0.30787965178483007
282,GBR,Degree Centrality,-0.3086905586918294
283,GBR,Degree Centrality,-0.305446931063832
284,GBR,Degree Centrality,-0.2884178860168455
285,GBR,Degree Centrality,-0.30625783797083134
286,GBR,Degree Centrality,-0.30058148962183584
287,GBR,Degree Centrality,-0.3086905586918294
288,GBR,Degree Centrality,-0.30625783797083134
289,GBR,Degree Centrality,-0.30625783797083134
290,GBR,Degree Centrality,-0.3070687448778307
291,GBR,Degree Centrality,-0.30625783797083134
292,GBR,Degree Centrality,-0.30787965178483007
293,GBR,Degree Centrality,-0.3086905586918294
294,GBR,Degree Centrality,-0.305446931063832
295,GBR,Degree Centrality,-0.2900396998308442
296,GBR,Degree Centrality,-0.2989596758078371
297,GBR,Degree Centrality,-0.3070687448778307
298,GBR,Degree Centrality,-0.3103123725058281
299,GBR,Degree Centrality,-0.2932833274588416
300,GBR,Degree Centrality,-0.3070687448778307
301,GBR,Degree Centrality,-0.30625783797083134
302,GBR,Degree Centrality,-0.30625783797083134
303,GBR,Degree Centrality,-0.2997705827148365
304,GBR,Degree Centrality,-0.30625783797083134
305,GBR,Degree Centrality,-0.30787965178483007
306,GBR,Degree Centrality,-0.3070687448778307
307,GBR,Degree Centrality,-0.28274153766785
308,GBR,Degree Centrality,-0.30625783797083134
309,GBR,Degree Centrality,-0.3086905586918294
310,GBR,Degree Centrality,-0.2989596758078371
311,GBR,Degree Centrality,-0.3086905586918294
312,GBR,Degree Centrality,-0.3086905586918294
313,GBR,Degree Centrality,-0.3013923965288352
314,GBR,Degree Centrality,-0.30382511724983324
315,GBR,Degree Centrality,-0.3046360241568326
316,GBR,Degree Centrality,-0.3046360241568326
317,GBR,Degree Centrality,-0.3030142103428339
318,GBR,Degree Centrality,-0.2989596758078371
319,GBR,Degree Centrality,-0.29247242055184225
320,GBR,Degree Centrality,-0.30787965178483007
321,GBR,Degree Centrality,-0.2997705827148365
322,GBR,Degree Centrality,-0.3030142103428339
323,GBR,Degree Centrality,-0.3022033034358345
324,GBR,Degree Centrality,-0.30625783797083134
325,GBR,Degree Centrality,-0.2859851652958474
326,GBR,Degree Centrality,-0.30950146559882874
327,GBR,Degree Centrality,-0.3030142103428339
328,GBR,Degree Centrality,-0.30625783797083134
329,GBR,Degree Centrality,-0.2900396998308442
330,GBR,Degree Centrality,-0.2811197238538513
331,GBR,Degree Centrality,-0.3070687448778307
332,GBR,Degree Centrality,-0.2997705827148365
333,GBR,Degree Centrality,-0.2973378619938384
334,GBR,Degree Centrality,-0.3030142103428339
335,GBR,Degree Centrality,-0.3022033034358345
336,GBR,Degree Centrality,-0.3046360241568326
337,GBR,Degree Centrality,-0.3046360241568326
338,GBR,Degree Centrality,-0.305446931063832
339,GBR,Degree Centrality,-0.3046360241568326
340,GBR,Degree Centrality,-0.30058148962183584
341,GBR,Degree Centrality,-0.3022033034358345
342,GBR,Degree Centrality,-0.2908506067378436
343,GBR,Degree Centrality,-0.30382511724983324
344,GBR,Degree Centrality,-0.3030142103428339
345,GBR,Degree Centrality,-0.3022033034358345
346,GBR,Degree Centrality,-0.2794979100398526
347,GBR,Degree Centrality,-0.30787965178483007
348,GBR,Degree Centrality,-0.30382511724983324
349,GBR,Degree Centrality,-0.28274153766785
350,GBR,Degree Centrality,-0.3030142103428339
351,GBR,Degree Centrality,-0.305446931063832
352,GBR,Degree Centrality,-0.2819306307608507
353,GBR,Degree Centrality,-0.2908506067378436
354,GBR,Degree Centrality,-0.30625783797083134
355,GBR,Degree Centrality,-0.2997705827148365
356,GBR,Degree Centrality,-0.28274153766785
357,GBR,Degree Centrality,-0.3013923965288352
358,GBR,Degree Centrality,-0.28030881694685195
359,GBR,Degree Centrality,-0.30382511724983324
360,GBR,Degree Centrality,-0.29247242055184225
361,GBR,Degree Centrality,-0.29571604817983965
362,GBR,Degree Centrality,-0.2997705827148365
363,GBR,Degree Centrality,-0.28030881694685195
364,GBR,Degree Centrality,-0.2884178860168455
365,GBR,Degree Centrality,-0.30382511724983324
366,GBR,Degree Centrality,-0.30625783797083134
367,GBR,Degree Centrality,-0.2908506067378436
368,GBR,Degree Centrality,-0.296526955086839
369,GBR,Degree Centrality,-0.28355244457484935
370,GBR,Degree Centrality,-0.2794979100398526
371,GBR,Degree Centrality,-0.2884178860168455
372,GBR,Degree Centrality,-0.30625783797083134
373,GBR,Degree Centrality,-0.3030142103428339
374,GBR,Degree Centrality,-0.2973378619938384
375,GBR,Degree Centrality,-0.3030142103428339
376,GBR,Degree Centrality,-0.2884178860168455
377,GBR,Degree Centrality,-0.2973378619938384
378,GBR,Degree Centrality,-0.30950146559882874
379,GBR,Degree Centrality,-0.30382511724983324
380,GBR,Degree Centrality,-0.2973378619938384
381,GBR,Degree Centrality,-0.2851742583888481
382,GBR,Degree Centrality,-0.2884178860168455
383,GBR,Degree Centrality,-0.3046360241568326
384,GBR,Degree Centrality,-0.30058148962183584
385,GBR,Degree Centrality,-0.3013923965288352
386,GBR,Degree Centrality,-0.2932833274588416
387,GBR,Degree Centrality,-0.2997705827148365
388,GBR,Degree Centrality,-0.2770651893188545
389,GBR,Degree Centrality,-0.27787609622585385
390,GBR,Degree Centrality,-0.30058148962183584
391,GBR,Degree Centrality,-0.28922879292384485
392,GBR,Degree Centrality,-0.29247242055184225
393,GBR,Degree Centrality,-0.2973378619938384
394,GBR,Degree Centrality,-0.30382511724983324
395,GBR,Degree Centrality,-0.29247242055184225
396,GBR,Degree Centrality,-0.3013923965288352
397,GBR,Degree Centrality,-0.305446931063832
398,GBR,Degree Centrality,-0.29814876890083775
399,GBR,Degree Centrality,-0.3046360241568326
400,GBR,Degree Centrality,-0.2989596758078371
401,GBR,Degree Centrality,-0.30382511724983324
402,GBR,Degree Centrality,-0.2997705827148365
403,GBR,Degree Centrality,-0.2989596758078371
404,GBR,Degree Centrality,-0.30058148962183584
405,GBR,Degree Centrality,-0.29814876890083775
406,GBR,Degree Centrality,-0.29814876890083775
407,GBR,Degree Centrality,-0.29814876890083775
408,GBR,Degree Centrality,-0.2843633514818487
409,GBR,Degree Centrality,-0.305446931063832
410,GBR,Degree Centrality,-0.29247242055184225
411,GBR,Degree Centrality,-0.29814876890083775
412,GBR,Degree Centrality,-0.3046360241568326
413,GBR,Degree Centrality,-0.2997705827148365
414,GBR,Degree Centrality,-0.3013923965288352
415,GBR,Degree Centrality,-0.30058148962183584
416,GBR,Degree Centrality,-0.30787965178483007
417,GBR,Degree Centrality,-0.30382511724983324
418,GBR,Degree Centrality,-0.30625783797083134
419,GBR,Degree Centrality,-0.3013923965288352
420,GBR,Degree Centrality,-0.2900396998308442
421,GBR,Degree Centrality,-0.3070687448778307
422,GBR,Degree Centrality,-0.30058148962183584
423,GBR,Degree Centrality,-0.3046360241568326
424,GBR,Degree Centrality,-0.30382511724983324
425,GBR,Degree Centrality,-0.2973378619938384
426,GBR,Degree Centrality,-0.3013923965288352
427,GBR,Degree Centrality,-0.29571604817983965
428,GBR,Degree Centrality,-0.3022033034358345
429,GBR,Degree Centrality,-0.2932833274588416
430,GBR,Degree Centrality,-0.3022033034358345
431,GBR,Degree Centrality,-0.29814876890083775
432,GBR,Degree Centrality,-0.3022033034358345
433,GBR,Degree Centrality,-0.3013923965288352
434,GBR,Degree Centrality,-0.3046360241568326
435,GBR,Degree Centrality,-0.28922879292384485
436,GBR,Degree Centrality,-0.30058148962183584
437,GBR,Degree Centrality,-0.30382511724983324
438,GBR,Degree Centrality,-0.3046360241568326
439,GBR,Degree Centrality,-0.2997705827148365
440,GBR,Degree Centrality,-0.2932833274588416
441,GBR,Degree Centrality,-0.30625783797083134
442,GBR,Degree Centrality,-0.30950146559882874
443,GBR,Degree Centrality,-0.3070687448778307
444,GBR,Degree Centrality,-0.30058148962183584
445,GBR,Degree Centrality,-0.30787965178483007
446,GBR,Degree Centrality,-0.3070687448778307
447,GBR,Degree Centrality,-0.3046360241568326
448,GBR,Degree Centrality,-0.29490514127284034
449,GBR,Degree Centrality,-0.30787965178483007
450,GBR,Degree Centrality,-0.2786870031328532
451,GBR,Degree Centrality,-0.305446931063832
452,GBR,Degree Centrality,-0.3022033034358345
453,GBR,Degree Centrality,-0.30058148962183584
454,GBR,Degree Centrality,-0.3022033034358345
455,GBR,Degree Centrality,-0.30625783797083134
456,GBR,Degree Centrality,-0.2997705827148365
457,GBR,Degree Centrality,-0.30950146559882874
458,GBR,Degree Centrality,-0.3030142103428339
459,GBR,Degree Centrality,-0.30625783797083134
460,GBR,Degree Centrality,-0.30625783797083134
461,GBR,Degree Centrality,-0.3022033034358345
462,GBR,Degree Centrality,-0.3070687448778307
463,GBR,Degree Centrality,-0.3046360241568326
464,GBR,Degree Centrality,-0.3030142103428339
465,GBR,Degree Centrality,-0.294094234365841
466,GBR,Degree Centrality,-0.2989596758078371
467,GBR,Degree Centrality,-0.294094234365841
468,GBR,Degree Centrality,-0.3070687448778307
469,GBR,Degree Centrality,-0.2989596758078371
470,GBR,Degree Centrality,-0.305446931063832
471,GBR,Degree Centrality,-0.3013923965288352
472,GBR,Degree Centrality,-0.3030142103428339
473,GBR,Degree Centrality,-0.30058148962183584
474,GBR,Degree Centrality,-0.2997705827148365
475,GBR,Degree Centrality,-0.2705779340628597
476,GBR,Degree Centrality,-0.2997705827148365
477,GBR,Degree Centrality,-0.3030142103428339
478,GBR,Degree Centrality,-0.29571604817983965
479,GBR,Degree Centrality,-0.30625783797083134
480,GBR,Degree Centrality,-0.3086905586918294
481,GBR,Degree Centrality,-0.2989596758078371
482,GBR,Degree Centrality,-0.30382511724983324
483,GBR,Degree Centrality,-0.3030142103428339
484,GBR,Degree Centrality,-0.305446931063832
485,GBR,Degree Centrality,-0.3030142103428339
486,GBR,Degree Centrality,-0.3086905586918294
487,GBR,Degree Centrality,-0.2908506067378436
488,GBR,Degree Centrality,-0.2843633514818487
489,GBR,Degree Centrality,-0.2997705827148365
490,GBR,Degree Centrality,-0.29166151364484294
491,GBR,Degree Centrality,-0.29814876890083775
492,GBR,Degree Centrality,-0.3103123725058281
493,GBR,Degree Centrality,-0.3022033034358345
494,GBR,Degree Centrality,-0.2908506067378436
495,GBR,Degree Centrality,-0.2989596758078371
496,GBR,Degree Centrality,-0.29247242055184225
497,GBR,Degree Centrality,-0.3030142103428339
498,GBR,Degree Centrality,-0.296526955086839
499,GBR,Degree Centrality,-0.2932833274588416
500,GBR,Degree Centrality,-0.30058148962183584
501,GBR,Degree Centrality,-0.28030881694685195
502,GBR,Degree Centrality,-0.2900396998308442
503,GBR,Degree Centrality,-0.2989596758078371
504,GBR,Degree Centrality,-0.29247242055184225
505,GBR,Degree Centrality,-0.2973378619938384
506,GBR,Degree Centrality,-0.29814876890083775
507,GBR,Degree Centrality,-0.3070687448778307
508,GBR,Degree Centrality,-0.27138884096985905
509,GBR,Degree Centrality,-0.2851742583888481
510,GBR,Degree Centrality,-0.2730106547838577
511,GBR,Degree Centrality,-0.2721997478768584
512,GBR,Degree Centrality,-0.29490514127284034
513,GBR,Degree Centrality,-0.2681452133418616
514,GBR,Degree Centrality,-0.2754433755048558
515,GBR,Degree Centrality,-0.294094234365841
516,GBR,Degree Centrality,-0.2932833274588416
517,GBR,Degree Centrality,-0.29490514127284034
518,GBR,Degree Centrality,-0.2876069791098461
519,GBR,Degree Centrality,-0.26895612024886095
520,GBR,Degree Centrality,-0.2932833274588416
521,GBR,Degree Centrality,-0.2721997478768584
522,GBR,Degree Centrality,-0.3022033034358345
523,GBR,Degree Centrality,-0.2762542824118551
524,GBR,Degree Centrality,-0.3030142103428339
525,GBR,Degree Centrality,-0.3070687448778307
526,GBR,Degree Centrality,-0.28274153766785
527,GBR,Degree Centrality,-0.27463246859785645
528,GBR,Degree Centrality,-0.29814876890083775
529,GBR,Degree Centrality,-0.30625783797083134
530,GBR,Degree Centrality,-0.2673343064348622
531,GBR,Degree Centrality,-0.30625783797083134
532,GBR,Degree Centrality,-0.3030142103428339
533,GBR,Degree Centrality,-0.2932833274588416
534,GBR,Degree Centrality,-0.2794979100398526
535,GBR,Degree Centrality,-0.29571604817983965
536,GBR,Degree Centrality,-0.305446931063832
537,GBR,Degree Centrality,-0.2973378619938384
538,GBR,Degree Centrality,-0.29814876890083775
539,GBR,Degree Centrality,-0.29166151364484294
540,GBR,Degree Centrality,-0.30625783797083134
541,GBR,Degree Centrality,-0.3070687448778307
542,GBR,Degree Centrality,-0.3070687448778307
543,GBR,Degree Centrality,-0.29814876890083775
544,GBR,Degree Centrality,-0.2811197238538513
545,GBR,Degree Centrality,-0.2851742583888481
546,GBR,Degree Centrality,-0.3022033034358345
547,GBR,Degree Centrality,-0.27463246859785645
548,GBR,Degree Centrality,-0.2535488890158732
549,GBR,Degree Centrality,-0.2146253574799041
550,GBR,Degree Centrality,-0.305446931063832
551,GBR,Degree Centrality,-0.3013923965288352
552,GBR,Degree Centrality,-0.2908506067378436
553,GBR,Degree Centrality,-0.29571604817983965
554,GBR,Degree Centrality,-0.2794979100398526
555,GBR,Degree Centrality,-0.3022033034358345
556,GBR,Degree Centrality,-0.3046360241568326
557,GBR,Degree Centrality,-0.3013923965288352
558,GBR,Degree Centrality,-0.3030142103428339
559,GBR,Degree Centrality,-0.3030142103428339
560,GBR,Degree Centrality,-0.3046360241568326
561,GBR,Degree Centrality,-0.30625783797083134
562,GBR,Degree Centrality,-0.30625783797083134
563,GBR,Degree Centrality,-0.305446931063832
564,GBR,Degree Centrality,-0.3046360241568326
565,GBR,Degree Centrality,-0.2997705827148365
566,GBR,Degree Centrality,-0.305446931063832
567,GBR,Degree Centrality,-0.305446931063832
568,GBR,Degree Centrality,-0.3013923965288352
569,GBR,Degree Centrality,-0.3030142103428339
570,GBR,Degree Centrality,-0.3030142103428339
571,GBR,Degree Centrality,-0.294094234365841
572,GBR,Degree Centrality,-0.305446931063832
573,GBR,Degree Centrality,-0.30625783797083134
574,GBR,Degree Centrality,-0.305446931063832
575,GBR,Degree Centrality,-0.30950146559882874
576,GBR,Degree Centrality,-0.2973378619938384
577,GBR,Degree Centrality,-0.3086905586918294
578,GBR,Degree Centrality,-0.2989596758078371
579,GBR,Degree Centrality,-0.3030142103428339
580,GBR,Degree Centrality,-0.3046360241568326
581,GBR,Degree Centrality,-0.3103123725058281
582,GBR,Degree Centrality,-0.2932833274588416
583,GBR,Degree Centrality,-0.2973378619938384
