,Node,Degree Centrality,Network Centralisation,Closeness Centrality,Betweenness Centrality,Eigenvector Centrality,Harmonic Centrality,Clustering Coefficient,Graph Density,Rich Club Coefficient,Transitivity,Local Efficiency,Lon,Lat,geometry,Region
2973,163,1.905027932960894,0.22779486535685148,0.988950276243094,0.0014518519897017668,0.08410531383875108,178.0,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9918949121337004,39.6333312988281,-5.42941427230835,POINT (39.6333312988281 -5.42941427230835),IO
2974,164,1.905027932960894,0.22779486535685148,0.988950276243094,0.0014518519897017668,0.08410531383875108,178.0,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9918949121337004,39.845516204834,-5.24905920028687,POINT (39.845516204834 -5.24905920028687),IO
2975,165,1.905027932960894,0.22779486535685148,0.988950276243094,0.0014518519897017668,0.08410531383875108,178.0,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9918949121337004,39.7731513977051,-4.86327362060547,POINT (39.7731513977051 -4.86327362060547),IO
2976,166,1.905027932960894,0.22779486535685148,0.9835164835164835,0.0014078439917324826,0.08356679851641274,177.5,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9918949121337004,39.6449279785156,-5.17221212387085,POINT (39.6449279785156 -5.17221212387085),IO
2977,167,1.8882681564245811,0.22779486535685148,0.988950276243094,0.0012164733670920417,0.08410531383875108,178.0,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9918949121337004,39.3688354492187,-4.68640804290772,POINT (39.3688354492187 -4.68640804290772),IO
2978,168,1.7988826815642458,0.22779486535685148,0.9835164835164835,0.0005571048680091596,0.08356679851641274,177.5,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9918949121337004,39.5388259887695,-4.43031644821167,POINT (39.5388259887695 -4.43031644821167),IO
2979,169,1.782122905027933,0.22779486535685148,0.9835164835164835,0.0003868861044941608,0.08356679851641274,177.5,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9918949121337004,39.6770362854004,-4.12676477432251,POINT (39.6770362854004 -4.12676477432251),IO
2980,170,1.7430167597765365,0.22779486535685148,0.9835164835164835,0.0003503479354881429,0.08356679851641274,177.5,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9918949121337004,39.8950004577637,-3.63475346565247,POINT (39.8950004577637 -3.63475346565247),IO
2981,171,1.7597765363128492,0.22779486535685148,0.9835164835164835,0.00035991158287821854,0.08356679851641274,177.5,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9918949121337004,40.0515785217285,-3.35852289199829,POINT (40.0515785217285 -3.35852289199829),IO
2982,172,1.7150837988826817,0.22779486535685148,0.9835164835164835,0.00021279700546621605,0.08356679851641274,177.5,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9918949121337004,40.2366676330566,-2.85103106498718,POINT (40.2366676330566 -2.85103106498718),IO
2983,173,1.7430167597765365,0.22779486535685148,0.9835164835164835,0.00032807632593822943,0.08356679851641274,177.5,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9918949121337004,40.6730041503906,-2.55003237724304,POINT (40.6730041503906 -2.55003237724304),IO
2984,174,1.7318435754189945,0.22779486535685148,0.9835164835164835,0.00038595703993539736,0.08356679851641274,177.5,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9918949121337004,40.982105255127,-2.24830102920532,POINT (40.982105255127 -2.24830102920532),IO
2985,175,1.776536312849162,0.22779486535685148,0.988950276243094,0.0003804497446982734,0.08410531383875108,178.0,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9918949121337004,41.1943740844727,-2.108402967453,POINT (41.1943740844727 -2.108402967453),IO
2986,176,1.7597765363128492,0.22779486535685148,0.988950276243094,0.000411879832705036,0.08410531383875108,178.0,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9918949121337004,41.4799919128418,-1.80715346336365,POINT (41.4799919128418 -1.80715346336365),IO
2987,177,1.692737430167598,0.22779486535685148,0.9835164835164835,0.00020459919001618939,0.08356679851641274,177.5,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9918949121337004,41.7581825256348,-1.39419829845429,POINT (41.7581825256348 -1.39419829845429),IO
2988,178,1.7318435754189945,0.22779486535685148,0.988950276243094,0.00024142516577919888,0.08410531383875108,178.0,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9918949121337004,41.9824981689453,-1.09465157985687,POINT (41.9824981689453 -1.09465157985687),IO
2989,179,1.7318435754189945,0.22779486535685148,0.988950276243094,0.00025071415911796205,0.08410531383875108,178.0,0.9874807395993837,0.8566418373680944,0.9840322593883926,0.9079578097200904,0.9918949121337004,42.1856231689453,-0.837605595588684,POINT (42.1856231689453 -0.837605595588684),IO
2990,0,0.1137440758293839,0.4801082955274622,0.3841905223584259,0.0,0.029986948626493527,185.08333333333385,0.7169082125603865,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-64.83095663,32.16952509,POINT (-64.83095663 32.16952509),Caribbean
2991,1,0.037914691943127965,0.4801082955274622,0.285715897733501,3.236069255196825e-05,0.0002829965215040665,130.01666666666623,0.8444444444444444,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-94.29569795,28.00484033,POINT (-94.29569795 28.00484033),Caribbean
2992,2,0.05687203791469195,0.4801082955274622,0.32967218969250117,0.0025926025985395255,0.002247595279399598,154.71666666666704,0.6274509803921569,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-92.55296629,27.8143213,POINT (-92.55296629 27.8143213),Caribbean
2993,3,0.05924170616113744,0.4801082955274622,0.3260887963262783,0.0016530950718527749,0.0013776211374585412,152.63333333333367,0.6023391812865497,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-93.57704572,27.75074048,POINT (-93.57704572 27.75074048),Caribbean
2994,4,0.06635071090047394,0.4801082955274622,0.3320176835322107,0.0026456851392910445,0.001884827119427773,157.21666666666704,0.5974025974025974,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-93.77467508,27.68712252,POINT (-93.77467508 27.68712252),Caribbean
2995,5,0.06635071090047394,0.4801082955274622,0.33071052729783185,0.0037015017907961224,0.0024247821432710993,156.38333333333375,0.5714285714285714,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-93.07398916,27.68712252,POINT (-93.07398916 27.68712252),Caribbean
2996,6,0.06398104265402844,0.4801082955274622,0.3986879407825016,0.0,0.028385882681917413,181.08333333333408,0.9904761904761905,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-78.91654028,27.08091026,POINT (-78.91654028 27.08091026),Caribbean
2997,7,0.2796208530805687,0.4801082955274622,0.48380726698262244,0.0004803951546466781,0.09272872665684054,231.50000000000045,0.6501679731243001,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-78.32365219,27.08091026,POINT (-78.32365219 27.08091026),Caribbean
2998,8,0.06872037914691943,0.4801082955274622,0.40465907353615654,0.0,0.03151056258587679,183.9166666666675,0.9644268774703557,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-78.95247289,27.01690575,POINT (-78.95247289 27.01690575),Caribbean
2999,9,0.16113744075829384,0.4801082955274622,0.4181477093206951,0.0001649556907551821,0.06085195863751161,197.25000000000102,0.8384353741496599,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-78.19788805,26.85673503,POINT (-78.19788805 26.85673503),Caribbean
3000,10,0.13033175355450238,0.4801082955274622,0.4137150480911471,3.320689803824082e-06,0.04842288364839452,192.41666666666757,0.9352226720647774,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-78.84467506,26.76052355,POINT (-78.84467506 26.76052355),Caribbean
3001,11,0.35545023696682465,0.4801082955274622,0.46095023074722297,0.0012964166813534009,0.10673631890871284,229.2500000000009,0.607906558849955,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-77.73076411,26.72843493,POINT (-77.73076411 26.72843493),Caribbean
3002,12,0.05213270142180095,0.4801082955274622,0.3662607672882001,0.0,0.021858550158535914,166.08333333333388,1.0,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-77.51516844,26.53571336,POINT (-77.51516844 26.53571336),Caribbean
3003,13,0.3317535545023697,0.4801082955274622,0.5321879936808848,0.00012771370197504057,0.1059734125254466,254.83333333333354,0.481315228369431,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-80.03045123,26.59998999,POINT (-80.03045123 26.59998999),Caribbean
3004,14,0.537914691943128,0.4801082955274622,0.5540127379012364,0.009244394026241193,0.129598245081093,267.5000000000001,0.42634329577004737,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-78.41348372,26.43923087,POINT (-78.41348372 26.43923087),Caribbean
3005,15,0.3222748815165877,0.4801082955274622,0.45734905706951035,0.0011442336216619965,0.10283185116095363,222.5833333333341,0.6817661862274079,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-77.01211188,26.40705207,POINT (-77.01211188 26.40705207),Caribbean
3006,16,0.11848341232227488,0.4801082955274622,0.4108117845957706,1.41459718546204e-06,0.04671892086828406,189.41666666666757,0.9554367201426025,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-77.51516844,26.18154951,POINT (-77.51516844 26.18154951),Caribbean
3007,17,0.4241706161137441,0.4801082955274622,0.4677018319965165,0.0014983904407379252,0.11492215804257316,234.7500000000009,0.5462184873949579,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-77.53313474,25.95560975,POINT (-77.53313474 25.95560975),Caribbean
3008,18,0.4407582938388626,0.4801082955274622,0.5354330424228413,0.0018153977072617564,0.11769287004456536,256.83333333333354,0.49095580678314493,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-79.07823703,25.8909756,POINT (-79.07823703 25.8909756),Caribbean
3009,19,0.13981042654028436,0.4801082955274622,0.4231856335293782,1.971344646352648e-06,0.05541874020855348,197.25000000000082,0.9111111111111111,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-79.09620334,25.66447764,POINT (-79.09620334 25.66447764),Caribbean
3010,20,0.49289099526066354,0.4801082955274622,0.4905643517170166,0.003952979804538219,0.12258264265815659,244.58333333333402,0.49629886652787414,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-77.19504154,25.91448303,POINT (-77.19504154 25.91448303),Caribbean
3011,21,0.40284360189573465,0.4801082955274622,0.4677018319965165,0.0012658769954802245,0.11099439530247744,232.4166666666675,0.593078381795196,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-77.92839347,25.63208554,POINT (-77.92839347 25.63208554),Caribbean
3012,22,0.13507109004739337,0.4801082955274622,0.3959910663239954,4.748208572701933e-06,0.05074009919247568,184.0833333333343,0.9670731707317073,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-78.018225,25.50242932,POINT (-78.018225 25.50242932),Caribbean
3013,23,0.33886255924170616,0.4801082955274622,0.5188243365278935,0.0010479398076481746,0.08751798211841728,247.00000000000023,0.508258064516129,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-80.03045123,26.18154951,POINT (-80.03045123 26.18154951),Caribbean
3014,24,0.05687203791469195,0.4801082955274622,0.3809588674939088,0.0,0.02402628419738565,172.00000000000077,1.0,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-78.09009022,25.46999335,POINT (-78.09009022 25.46999335),Caribbean
3015,25,0.28672985781990523,0.4801082955274622,0.4423728914727757,0.00026037847352395927,0.08570956519032503,214.9166666666676,0.7568627450980392,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-79.00637181,25.40509518,POINT (-79.00637181 25.40509518),Caribbean
3016,26,0.46919431279620855,0.4801082955274622,0.49193848155375897,0.0023857193497657386,0.12555203748381635,241.91666666666725,0.5468387096774193,0.1295642723493888,0.5436497465507204,0.5086554398436453,0.8661475060133024,-77.91042716,25.2751941,POINT (-77.91042716 25.2751941),Caribbean
